"Definition","is_misogyny"
"Now first of all, you need to eat a couple handfulls of whole, un-chewed peanuts about 2 hours prior to game time. Now that you've prepared, your gonna wanna squat over a girls face and simultaneously cum down-wards onto her face while shitting peanut-shit, also onto her face.",1
"One of the main three penis modes.As opposed to sex mode (fully erect) and travel mode (flaccid and compact),eskimode is where the penis shrinks,the testicles ascend to keep warm,and the scrotum draws up to look like a wrinkled walnut-all in response to extremely cold weather.",1
"One of the most pointless and idealistic doccumentaries of our time. Entrails some ""Genius"" by the name Morgan Spurlock eating 3 square meals of Mc Donalds for one month and suprise suprise he gets fat. Wow! We never could have figured that one out on our own, hey numb nuts?! ",1
"Oral sex performed upon a female.  Usually used to refer to a recipient who has an enlarged clitoris.  Shellatio (pronounced she-latio) is a variation of 'fellatio'.  The act itself is more similar to stimulating a male than an average female, hence the similarity in the name.",1
"Pale Donkey (Pa-le Don-key)\r\n~noun\r\n1. A girl of questionable morals, whom for various reasons you would never admit to sleeping with, for fear of unrelenting ridicule from your friends or derision from the fairer sex.\r\n\r\n-Synonyms 1. slump buster, swamp donkey\r\n\r\n",1
"Reverse Kangaroo: 1)California Valley slang for a sexual position where the woman analy rides the man facing him while she smacks him in the face with the bottoms of her feet.  2) New Australian for using a toilet backwards, and leaving skidmarks on the front side of the bowl.",1
"Same as the montana rabies shot, except for the end result. While getting road head, the man burns the back of his female companions neck with a cigarette lighter, but is not able to get his dick out of her mouth in time, causing the female to clamp down and bite off his dick.",1
"Sexual act where the male partner, having covered his penis in alfredo sauce and wrapped it in fettucini proceeds to slap this rather unique culinary masterpiece upon both the forehead and anus of the female partner...the order in which each area is slapped is not significant.",1
"Sexy ass motha fuckka , Never gives up when it comes to a girl he realy wants . He has big penis that every girl rides . He roles like a big boss . No one can be compared to the way he has sex . he will leave u with your mouth open . When u want your vagina wet ,, go to Omar .",1
"Short for ""lubricant.""  Commercial product used to lubricate sexual intercourse, often anal sex between two men.  Lube allows the penis to enter the anus without pulling or tearing of the anal tissue.  It also allows time for the anus to expand and accept the incoming phallus.",1
"Similar to [Paper Bag It], where you put a paper bag over the head of a woman you are having sex with to cover her ugliness, to Double Paper Bag It is have sex with a woman so ugly, that is becomes necessary to cover your own head with a paper bag just in case her's comes off.",1
"Similar to a Shone, but a bounce house is a female who is only good for getting on top of her and jumping up and down like your in a bounce house. The dudes get off and never seeing her ass again, unless it's to bounce again. Usually this is done with about two or three dudes.",1
"Similar to the peruvian eye goggles, the peruvian raccoon is when you dip your balls into a pile of shit ( preferably human ) and proceed to lay them onto your victim. As you pull the testicles off of your victim you will notice rings around their eyes that resemble a raccoon.",1
"Similar, yet distinctly different from the term ‰ÛÏtrippin‰Ûª balls;‰Û used for the female gender. \r\n\r\nVag refers to vagina, the female reproductive organ. \r\n\r\nTrippin‰Ûª Vag is the act of a female exhibiting irrational behaviour; due to the overabundance of estrogen.",1
"Snusey Q, the desease that causes an admormal growth along the inner rectum that causes pain throught the scotum and causes a yellowish green substance to spill from the anus and out of the eyes. Only way to contract this disease is to have anal sex with somone named Snusey Q.",1
"Some women put men in the aweful position of having to hold their breath during sexual intercourse simply because of their poor femanin hygien (see the term  stinkfish . In such cases, it should be the male role of requesting that a Courtesy Dousche is performed by the female.",1
"The Lumberjack is a sexual move in which a female administers a blowjob to a male who has allowed his pubic hairs to grow into an impressive bush. The female deepthroats the penis in such a way so that it looks like the male's pubic hairs are a large beard on the womans face. ",1
"The Ukranian Dessert is when a single man is having sex with a married woman while the approving husband sleeps in the bed beside the couple. The man proceeds to place the married woman's face in his armpit, keeping his eyes fixated on the husband (his true love) until climax.",1
"The act of a man attempting to cover an erection possibly visible through his pants by the strategic positioning or repositioning of a carried bag, usually of the over-the-shoulder variety. Said erection's onset is usually sudden, and occasionally reminiscent of the 8th grade.",1
"The act of a man having sex with three women at the same time, while one of each of the women has blonde, brunette, or red hair. The blonde may be replaced with a geriatric white-haired woman as well. The involvement of a black girl instead of a brunette is a Dirty Neapolitan.",1
"The act of applying a topical, rubefacient, heat rub (such as Deep Heat or Dencorub), then having sexual intercourse. The cream causes a burning sensation for both parties - when the heat is intolerable, the man urinates in the affected orifice(s) to douse the internal ""fire"".",1
"The act of being an anal person.  A gay man who regularly enjoys ass play is said to possess anality.  Gay male porn stars who enjoy inserting dildos into their butts, have anality as do gay men who enjoy receiving anal sex.  Anality is the term for people who enjoy anal play.",1
"The act of bending over and sticking out your ass giving you enough time to fixate your erected penis when suddenly forced to stand up for a nonsensical reason; often comes in handy when a girl has her hand down your pants and a cock-blocking friend tricks you into standing up",1
"The act of drilling holes in a pumpkin around its circumference (at least five holes) and getting a group of guys to fornicate in the holes (thus, the penises being the spokes of the wagon wheel). Extra points are awarded for completing said activity while rolling down a hill.",1
"The act of having a constantly bleeding vagina. Someone suffering from this syndrome is extremely sensitive and cannot take a joke. A person suffering from this syndrome usually goes by the nickname BENJI. Unfortunately the only cure for this syndrome is to grow a set of balls",1
"The act of having sex with a sloppy drunk girl and she passes out before you finish. You give her a facial, wipe the evidence from her face with a piece of bread and stick it in her mouth. When she awake with a hangover, by default she will eat the remains of the Manwich Meal.",1
"The act of inserting clean marshmallows into a woman's rectum. After letting them sit for an extended period of time the inserter then removes the chocolate covered marshmallows with his tongue and eats them. Transporting the marshmallows into the insertee's mouth is optional.",1
"The act of leaving a gift behind after a night of sex to make up for any lack of contact until the next time you're horny. This gift normally consists of a log of shit on her pillow. When discovered, it will cause the recipient to exclaim, ""Oh James..."" Just like a Bond movie!",1
"The act of placing one's buttocks cheeks over their partner's nose and farting/pooping violently while screaming ""HOAXAFERNA"" in the theme of indiana jones. Lastly the member who farted/pooped violently shall give their partner a dutch rutter/mexican waffle, it is their choice",1
"The act of recieving a blowjob while in mid-air, or on an elevated platform from a female on a lower level.. Wing is derived from ""redbull gives you wings,"" which is the purpose involvent of the raised area. Therefore, to be practiced during/after the consumption of a redbull.",1
"The act of rotating between multiple sexual partners, who happen to be best bros, with the same female or a group of females. Alternatively, it is the act of rotating sexual positions with two or more best bros who happen to be engaged in the same sexual orgy and/or threesome.",1
"The act of using mentally handicapped adults under one's care to perform menial tasks. Usually seen at shopping malls and grocery stores pushing carts or carrying items to be purchased. The perpetrator is almost always fat and female, and is occasionally with multiple victims.",1
"The application of successfully completing the act of a 'fogle' difers slightly from a 'foglism'\n\nA foglism does not imply the groping of a woman but that of a man from a man's perspective.\n\nUsually an attempt to degrade or showing of sexual tendencies towards another man.",1
"The art of having [sex], without thrusting. When a couple ""sticks it in"" and then leaves it there to ""[soak]."" This has become a common phenomenon with certain groups of Christians(predominately [Mormons]) who try to circumvent the law of chastity, which in fact does not work.",1
"The circumference of a female's upper arm can determine how much she will weigh in the future.  A larger circumference predicts a woman will gain weight uncontrollably as she ages, while a smaller circumference predicts that she will keep her petite figure without much effort.",1
"The extremely strong desire to want to have sex with, or ""fuck"" a member of the opposite sex that is not one's boyfriend/girlfriend and almost always ends in a one night stand. While experiencing ""Tiger Eye"", one usually lowers his/her normal standards just to ""bust that nut"".",1
"The finished product achieved after ejaculating into a girl's shampoo as a form of revenge or hatred. A warm and fuzzy feeling is then accomplished knowing she will be wearing your semen in her hair for several weeks.\r\nsee also [sploofah], [cumditioner], and [Summer's Skeet]",1
"The masturbation one has to resort to in order to relieve sexual tension when one's female partner is menstruating and either unable or unwilling to partake in vaginal sex. Usually refers to a solo act but can also refer to the hand relief supplied by the menstruating partner.",1
"The opposite of the Bucking Bronco, in which the male has his testicles bound, the female dons a strap-on and hops on the male, entering quickly - holding onto the bound nuts for dear life.\n\nGood payback for women who have suffered the pain of the infamous [bucking bronco] .",1
"The original smuff.  To smuff is for a mildly attractive woman with a hairy downstairs to smother a poor guy (or girl, or farm animal) with her goods.  Some are willing participants and bring snorkels, while others are caught off-guard, often being woken up from the hair bomb.",1
"The phonetic pronunciation of ""FGBBs""-- an acronym that stands for ""Fat Girl Big Boobs"".  It refers to a girl who seems attractive from a distance due to her notably large breasts.  However, upon closer examination, her boobs are most likely big because EVERYTHING ELSE is big.",1
"The refreshing climax to a sexual encounter, tadpole milkshake is a euphamism for semen ejaculated into a partner's mouth. One variant is the 'tadpole thickshake', which is the same as the milkshake but brewed in the [NUTSACK] for at least 5 days to ensure a thick consistency.",1
"The same as a traditional blumkin, but instead of the dude having a dump while getting his knob polished, its the lady that's is crapping on the toilet while giving oral. This is for those guys who like the role reversal where the woman is the man along with the smell of shit.",1
"The sound created while a man's penis is inserted in a woman's anus and the woman farts quickly and repeatedly. This sound is created by the air escaping though the small openings between the penis and anus, creating a high, squeaking noise resembling the sound of a laser gun.",1
"The swelling of the female clitoris due to sexual stimulus without the release of orgasm. AKA the female equivalent to blue balls.  A painful and annoying sensation which can easily be remedied by a variety of antecdotes . . ranging from sexual intercourse to a mere twiddling.",1
"The technique, while engaging in doggy-style intercourse with a woman, used to redden the opposite side of the ass with one's spanking-hand/pimp hand (thus allowing the support hand to maintain its position.)\r\n*The double crossover may be executed by those with good balance.",1
"The title given to any person with the uncanny knack for accidentally interrupting folks having sex, generally right before they climax. The type of interruption can range from a phone call to a 'surprise' visit and entails multiple 'incidents' over an extended period of time.",1
"This is the ejaculant from the female genitalia.\n\nIt can also be defined as the residue of both male and female ejaculant built up to make a batter like substance in the ladies vagina (if she is un- clean the substance will be cloudier as it will be laden with fanny batter).",1
"This is when you are about to have sex with a questionable girl and don't have a condom. So you put your finger in your ear and get some ear wax then you finger said questionable girl, with the finger that has the ear wax. If she complains that her vagina burns she has an STD.",1
"This occurs when you get done masturbating and you try to wipe off the cum with toilette paper. The toilette paper rips and sticks to the side of your shaft. If you dont notice its there, it will harden and dry and form a hard covering over the shaft. Kind of like paper mache.",1
"Tinkerbelling is when a pixie stick is poured into someones anus and is then eaten out buy another person. normally a female since tinkerbell was also a female. if the person receiving would pass gas creating a cloud of pixie dust, this would be referred to as ""fairy dusting.""",1
"To a straight man, a woman of the lesbian persuasion that partakes in the use and/or abuse of crack cocaine. This word is especially effective if the aforementioned woman is extremely attractive and, in actuality, just has a boyfriend who is jealous of the lesbian best friend.",1
"To be weighed down by the loser traits of a freind when trying to meet members of the opposite sex. \r\n\r\nWhen you go to the bars with a freind and the friend not only cannot handle conversing with the opposite sex but requires passifying and baby sitting for some insecurty.",1
"Used to describe people having anal sex. After sex, The man pulls out his penis, and, if he has shit on it, he is called a ""Marmite Miner"". Can be shortened to ""MM"".(Double M)\r\n\r\nMarmite Mining: You either love it or you hate it!\r\n\r\nSorry for the rudeness of this post.",1
"Usually a group of highly popular 'Grebs' with a reputation for loyalty and willingness to protect any goth, punk, grep, etc. but mostly  honour there own. known to hang out in town squares and are easily identifiable by a leader type and several friends, both male and female.",1
"Usually a larger robuste woman wearing plaid and elastic waist pants, that truly enjoys buffets. Visiting cheap buffets 3-4 times a week, often calling in advance to reserve a table up close for less walking. Staff know her by name. Buffet Queens look at eating as a technique.",1
"Verb, the act of lubing up an athletic tube sock and inserting the male member for sexual stimulation.  A [sockfucker] may choose to perform the act manually or may choose to have a partner stimulate the sock.  Low Cut socks are disfavored except by [short dicked] individuals.",1
"What a girl's hair looks like after she's recently been humped (had sex). Similar to hat head, except it's flat in the back and bushy on the sides and top.\r\nCan also be used to describe a bad female hair style, or one that should only look that bad if she's recently had sex.",1
"When You place your [scrotum] over a girls eyelids (or open eyes depending on how she likes it) while she gives you head. This may be harder to men with smaller penises because it has to go around her nose and into her mouth.\r\n\r\n(google is just a dorky way of saying penis)",1
"When a chick you picked up off some random place sucks your dick until you get a huge boner, then you stick it in her asshole to get it all dirty and shit, then she plays it as hard as she fucking can. my sluts can almost play Iron Man. They can't seem to get it right though. ",1
"When a female presses her breasts up against a window, ususaly from within a car, or from a deck where a hot tub is in use. Giving the viewer on the other side of the glass a view of her pressed tits. The effect is similar to a ""presses ham"" where you'd see ass instead of tit.",1
"When a female tells a man that she has had unprotected sex with, that she is pregnant. Although this is not true, she then asks him for abortion money. In a panic, the man quickly gets the money... even if he has to borrow it.....SUCKER!! She then goes shopping with the money.",1
"When a female/any person with a vagina rubs her vaginal area on someone else, especially while that person is sleeping, passed out or otherwise occupied.  \r\n\r\nCoffee grind is also less commonly used to describe rubbing the vaginal area on a willing partner during foreplay.",1
"When a girl, who is a bit of a prude, doesnt't want to get semen on her from a condom or the penis directly so, the male then says ""Aye Aye"" and proceeds to turn the condom inside out and slap her in the face resulting in a trail across her face that resembles that of a snail.",1
"When a man sticks his penis, between the womens breasts. The women usally has large breasts, and the man usally has a rather large penis. This is because you cannot fit a small penis into huge breasts, and you cannot feel pleasure around your huge dick with such small breasts.",1
"When a man takes a walk late at night(likely to be park), and pulls down his pants and just randomly starts jacking off. After a while when he is clost to finish, he calls a guy named Steven and he comes to the park expected to find candy....but he finds his mouth full of cum.",1
"When a set of twins male or female secretly change siblings while having sex or while in a relationship with somone without the other person even knowing their was a twin..these individuals are usually weak minded and need to be wanted and loved because their mommas never did!",1
"When an asian girl, that is a virgin, is involved with a threesome with two men, one man inserts his penis into her tight vagina and the other inserts his penis into her anus, then as they both try to pull out they get stuck because the girl is being pulled in both directions.",1
"When four or more females come together in an act of a clitoral engagement. The first two move their pooches in such a way that their libia create enough friction to spontaneously combust (cum-bust) the pubic hairs. the other females cook assorted sea food items on said flame.",1
"When one man sits in a toilet with his butt in the water and another man proceeds to step up on the toilet with both feet and gets his dick sucked by the person in the toilet. The person standing on the toilet getting his dick sucked then flushes the toilet when he is cumming.",1
"When one performs [anal intercourse] while moaning a ""[hail Mary]."" \r\n\r\nAfterwards the male withdraws his fecal covered penis and scrapes off a sample of the blessed [shit] with two fingers and smears it in the shape of a cross on the subject's forehead as a priest would. ",1
"When someone is about to perform oral services to a male, the male tucks his penis between his legs when the performer isnt paying attention. When the performer's face is close enough to the penis the male opens his legs, resulting in a surprise attack to the performer's face.",1
"When someone is giving you oral sex and right before you climax you say ""Im the glitter bandit."" The person looks up in confusion and you shoot all over their face than throw a handful of glitter sticking in your juices. They will be cleaning glitter outta there hair for days.",1
"When the female partner is giving the male oral by nibbling on the end of his penis while he places his penis in the space between her armpit and torso while he thrusts through the gap to give the mouth more room to nibble.\r\nNB: This only works for a penis over 8"" in length.",1
"When the girl is giving a man oral sex and the man climaxes deep into her throat. The man then dick slaps the woman across her face causing her to regurgitate the frothy liquid into his hand. He then finishes the job by using the liquid for lube as he consecutivly masterbates.",1
"When two guys are having sex at the top of a staircase. Right as the ""giver"" (aka man on top) is about to erupt, he pushes his partener (the ""taker"") down the stairs as hard as he can yelling ""AVALANCHE!"".\r\n*note: if done on top of a sleeping bag, this move works like a gem.",1
"When you eat all 4 of the original Starburst flavors at one time. It is amazing tasting and taste as if your taste buds are having an orgasm. Also due to the large wad of starburst, whenever you talk spit flies out of your mouth, as if your mouth is cumming. Completely Amazing",1
"When you have sex with a MILF and her daughter simultaneously. Proof is generally required to confirm accomplishment of the act. Those who complete the task are encouraged to call their best friend, next of kin and/or parents. Automatically bestows legendary status by default.",1
"When you initiate rookies by restraining them from sitting up with a pillow or rag etc and removing it while someone stratles above the pillow with their pants down. Move the pillow and as a result the rookies face will procede into the guys asshole. Resulting in a brown nose.",1
"When you put hot sauce over your penis, and the women does her best to suck that shit gone. This should feel really great if done right, because she must suck harder and slurp hard with her tongue as a normal BJ she doesn't have to suck anything else other than your genitalia.",1
"When you shave your balls and then stretch the skin up and over, covering your penis. This maneuver gets its name because it looks like a raw piece of chicken and covers the penis like a blanket. Usually shown as a prank because of its ugly nature. Can also be used during sex.",1
"When you stick one or many fingers into your own anus and take the fecal matter from your rectum. With your finger covered in poop, you stick it/them in her vagina while simultaneously fingering her. Repeat the process until her vagina is either full or until she has climaxed.",1
"When you're doing a girl (or guy) from behind, before you cum, spit at her (or his) back so she (or he) will think that you have ejaculated, and will turn around. When she (or he) turns around, ejaculate on her eye, making her (or him) scream ""arrrrgggh"" hence the name pirate.",1
"When your girl falls asleep before sex you are forced to masturbate. Just before the finish you walk over to her sweet sleeping face and shoot it all over her closed eyes thinking to yourself 'yeah that's right...fall asleep again'. Your girl wakes up but cannot open her eyes.",1
"When, with the purposeful intent of leaving heirs in foreign countries; a man misleads a native lass to sex on the beach, near-climax, he rips of the condom, ejaculates while simultaneously heaving sand in her eyes and disappearing into the night.\r\nleave country immediately.",1
"Where a group of guys are attempting to chat up the one hot girl in the bar , and she suddenly leaves for the bathroom leaving an awkward group of men who dont know each other , each battling to be the last man standing for her return.\n\nA true test of akward silence ride out",1
"Where an women meets a hot guy.\r\nThe hot guy shoves his nose in her pussy and snorts while she moves her vagina up and down on his nose.\r\nShe then orgasms and the man inhales the orgasm from the woman.\r\nThe women then shoves the mans cock in her pussy and rotates around.",1
"While going down on a girl, the other person (male or female) inserts his/her index fingers into the vagina.  He/she should then make circles (one clockwise and one counterclockwise) with their fingers while stimulating the clitoris.  This motion mimicks that of an egg beater.",1
"While jerking off your male partner, insert a colorful drink umbrella into his pee-hole. Continue ""choking the chicken"" until he is about to erupt, then stand back and wait for the umbrella to FLY!!! (for bonus entertainment, keep track of how great of a distance you can get!)",1
"Yell of frustration generated by males due to an inability to generate an erection or to please their female partners. Said to have origins in North Atlanta perversion of the word slong. Can also refer to a cry of frustration generated by the female from an inadequete partner.",1
"You ejaculate in a girls mouth and then you punch her in the back or in the stomach so that the sperm comes back up through her nose [walrus]. Then, you punch her in the nose while the cum is dripping out and the blood gets mixed with the cum and looks like a cherry cheescake.",1
"You're standing up with your cock out, and your girl's on her knees in front of you... just about to start sucking your cock. Just as she's going to put it in her mouth, you grab the back of her shirt and tug it towards you over her head... thus jamming your cock in her mouth.",1
"a 13 year old girl who can't decide which seat to sit in and who teaches us about the days of the week. oh yeah, she loves friday, and she never wants the [weekend] to end. Her song friday has also been dubbed ""fried egg"" because of her nasal auto tuned voice that still sucks.",1
"a Broho is a male friend who is a total slut. Will take any booty call at any given moment and sleep with anything with a vagina. Broho's secretly want a girlfriend but cant control giving into temptation.\n\nDislikes: *Cock Blocks*\n\nAuthorities\n\nLaurens\n\nCarrots\n\nMayo",1
"a female journalist who works across all spectrums of medias rather than just one genre. Media Tarts tend to be international and are able to write about a large array of topics whether for news magazines, professional journals, blogs, social media, tv or corporate literature.",1
"a girl whose real name is jamie but we call her guba because she is really hot and sexy.  she also has a big vagina that is good for sticking my penis in.  it is also very hairy.  she has some humungous tits that i like to squeeze.  guba is really sexy but she doesn't know it.",1
"a hand job distributed by females named kristin. the hand job is usually preformed when the said woman falls asleep on a males lap. she will proceed to vigorously tug on your wiener in an erratic motion. the kristin hand job is very dry and will leave your dick extremely sore.",1
"a jewish boy, who is a bit outspoken, enjoys [bon jovi], pretends he is good at b-ball, cliff likes to eat his own shit frequently.  if i were cliff i would shoot myself in the face with a shotgun, but since i am not cliff i am going to go shoot him in the face with a shotgun.",1
"a juggalette is a female fan of icp twiztid abk kmk and ect. they dont take shit from any bitches who talk trash and they kno who their real famliy is the juggalo family they stand behind juggalos 210% for all they do u cant stop them then live breathe and die for the carnival",1
"a mcquade started im my school after this slut took it in the butt and the vagina at the same time then sucking the dick that was recently taken out of the butt. Sometimes this is called double penetratration. This girl from Matawan actually did this on more than one occasion.",1
"a moanerr is a girl that loves to have phone sex and moans really loud & fast( or asks a guy what he prefers and does it) until a guy cums. She also gets really horny from the sound of him jacking off and this may make her moan even louder if she decides to finger herself.\r\n",1
"a preacher that wanders east coast university campuses.  usually yells a lot about how girls today are all sluts, smokers are going to hell, how everyone masturbates, and that pretty much everyone who's not him is going to hell.\r\n\r\nhe also sucks a dick real good for cheap.",1
"a sexual act involiving the female to drop a load in her own vag. it involves the woman pooing and arching it into her vagina and then horseshoeing it back and forth. with enough practice you can perfect the balance. first performed by newton to demonstrate the laws of gravity",1
"a sexual act involving a man and 2 other woman\r\nthen man allows both woman to go into a handstand position\r\nif the women cannot (because they are crippled or some other reason) they many use a wall for support\r\nthe man then jpizzles, or pile drives them one after another",1
"a vagina that on withdrawing the penis brings with it lumps of cottage cheesey residues. Said clunge may also have stingy or acidic fluids that burns the penis after a short time.\n\nor\n\nA vagina with open sores on the outside of it from conditions such as psoriasis or ecsma",1
"a young man surrounded by trillium girls, and on some occasions the eyes. He or may not be seen taking pictures of himself in a cardboard box and is suspected to be a womanizer in training. Warning: be cautious when approaching him, he may try to tempt you with pommagranates..",1
"a) When one is performing sex from behind, they quickly pull out from the vagina and put it in the anus without her having prior knowledge.\n\nb) To grab one's tit when they are unconscious, asleep, or passed out.\n\nc) A person who is extremely skilled at the art of sneaking.",1
"a. When a man and woman grow in graced friendship with the intention and possibility of Dating.\r\nb. It is the Pre-Dating phase, when one is unsure what to call their relationship\r\nc. Getting to know each other before Dating\n\nIt derives its name from FRiend + dATE = FRATE",1
"colton matthews is a fucking asshole douchebag who is really selfish and will lie to your face just to make things easier for him. He sucks at being a boyfriend, and i hope he never has a girlfriend again. worst decision of my life.\n\noh and he sucks at kissing. and grinding.",1
"defines the relationship in which you and someone you know have slept with the same person. kind of a variant on the transitive property of sexual multiplication.\r\n\r\na < -- sex -- > b\r\nb <-- sex -- > c\r\na < -- unkatunk --> c\r\n\r\norig. Risley Hall, Cornell University",1
"fucking a girl like a horse (doggie style but with a necklace or some sort of thing around her neck to act like a bridle)\n\ndude: dude i fucked her horsie style last night\n\ndude 2: no way man, did she stop when you pulled back on the reigns?\n\ndude: nah man she went harder",1
"in Spanish,english:maniac \r\ndefinition and second usage, pervert,& hot feeling, not looks, not associated with any other form of sexuallity expet heterosexual man to woman, woman to man is ""maniatica""\r\n\r\na thing/show is showing perverted things, comment "" todo maniatico""",1
"in the act of anal sex(IT MUST BE INFRONT OF A WINDOW), the man pulls out his penis and tag teams with another man who slips in, the first penetrator then goes outside and waves at the woman, who then freaks out because the person she thinks is nailing them isnt there anymore.",1
"is a bitch who can talk alot of shit , shy , nervous , usually has a badass attitude, wanna be , whore, likes almost every guy, but is a good friend, flirts with your boyfriend, hoe , and a cheater, changes her mind alot, not athletic or outgoing, shy quiet, emo , and abusive.",1
"is a fraze for A fluster of dinglebarries, and duck butter piled into the crack of your ass.has pubickhair, ball sweet, sparm, toothpaste,cumbubbles mixed in and packed into a ball and stuffed in your asshole. put their by your friends when your ass passed out having long sex.",1
"is a fraze for A fluster of dinglebarries, and duck butter piled into the crack of your ass.has pubickhair, ball sweet, sperm, toothpaste,cumbubbles mixed in and packed into a ball and stuffed in your asshole. put their by your friends when your ass passed out having long sex.",1
"its wen u put ur penis on the opposite side of the elbow, w/ the inner arm facing up.  the one w/ the penis resting on his/her arm will then move the lower arm up and down, (like curling lifts for working out biceps), and the one hus penis is in the arm will mov back and forth",1
"n. While engaging in sexual intercourse with a female, one punches the female in the face untill they are knocked unconcious, then their arms and legs are amputated, and finally they are rode down the stairs with your male gentalia in their anal cavity(your dick in their ass).",1
"often said in circumstances that suck my dick would be frowned upon by others. however sickmyduck gives the person time to walk away before they learn what it means.When refrencing what the person had said to you you can say ,he told me to, ""sick his duck"" , or ""sick my duck""?",1
"peåánitåáwit (pee nÌ_t wÌÂt)\r\n\r\nnoun\r\n\r\nman who thinks with his dick: a person who is at the mercy of their sexual urges, or generally male and stupid. (insult).\r\n\r\nopposite of [vagenius]\r\n\r\nEarly 21st Century. From English, combination of ""penis"" and ""nitwit"".",1
"puopable tick transferred from deer to dick to dog to adam givin to everyone else in jesis room, always from dog fuckin the deer raping everyone in jesis room, isnt puopable at first, but is a little later after brock licks the stickly tuckly dicky sticky stuckle deer tick dog",1
"raymond is a guy who constantly flexes himself while looking at his bedroom mirror. He tends to reverse into poles when he is driving. Has a small penis and likes to hook up with chat chicks when he is at a club. His best friend smashes his chicks caus they cant find his penis",1
"sailing for cock\n\nv. the act of sailing the high seas for a delicious cock\n\nThis act is especially common at frat halloween parties where many females are dressed as slutty sailors. These skanks are clearly not sailing a boat, ergo they are sailing for a nice cock to ride.",1
"slang for the flesh on the back of the knee joint. this term usually references women who are so fat that the guy pursuing them cannot easily access her vagina and will instead fuck something easier to find, such as a belly fold, wrinkle, or in this case, the back of the knee.",1
"the act of achieving all 6 of these goals with a girl in one night:\r\n1 point- kiss\r\n2 points- makeout\r\n3 points- handjob/ finger her\r\n4 points- blowjob/ eat her out\r\n5 points- sex\r\n6 points- anal sex\n\nyou recieve blackjack if achieving them all in a single night.",1
"the combination of squinching, head tilting, and pursed lips. It is derived from duck lips and typically used by the basic bitches of the world. Can often be misconstrued as a female with a sinus infection, unable to breathe through her nose and smile properly in a photograph.",1
"this is a definition for a player.\r\n\r\nthe cunt wrangler is so elite in picking up biatches that he is not int he status ""wrangler of the cunt"" hes such a player that he can wrangler them.  similar to that a man will wrangle sharks or bulls...this man will wrangle any pussy",1
"this is for women\n\nyou get your man to lay on the bed with a hard on, u then run at door, u grab on to it and fling yourself off it, and you try and land on your partners cock, very pleasurable if you can get it right, the swinging off the door is where the monkey comes from",1
"to steal from an substance that can be smoked to get high. eg marijuana, crack and heroine.from an elderly citizen (prefrebly female aged 87-95) while she is on the toilet and during stealing giving her a good old turkey slap.(the release of the penis onto the face of another)",1
"toadstool looking guy that cant pronounce ""th"" and has a hitler haircut, this ""specimen"" is constantly found blurting out abusive words, not aware that he is bagging himself. He also displays a poor recognition of the other sex and displays extreme attachment to the same sex. ",1
"v. The act of forcefully shoving one's fist - in a punching motion - up a female's rectum during intercourse, often whilst shouting ""Falcon Punch!"" Also referred to as [fisting] or [buttrape], though those don't include the catchy punching words =D Taken from [Captain Falcon].",1
"when a female takes a money shot in the mouth and then opens her mouth to allow the slimy debris to make strings of skeet connecting to both the top and bottom teeth. (resembling the thick spit in Mumra from the Thundercats mouth when he would scream ""ancient spirits of evil"")",1
"when a guy [licks] a girls [vagina] until she [orgasms]\r\nvery enjoyable for both involved\r\nguys should focus on the [clitoris]\n\ndepending on the girl\n\nsome like it hard but some prefer it softer\r\nyou will know what to do from her reaction\r\nand lick up all her [cum]",1
"when a woman is lying on her side while being anally penetrated by a man whos hips are perpendicular to her hips while he is bending the rest of his body toward her clit to eat her out while simultaneously performing anal sex on her to give them both the most explosive orgasms",1
"when couples legs are wraped,and the female gets on top.or if homosexual the better partner,but while legs are wraped and best partner is on top.the cpuple gos into deep kissing and or making out\r\n\r\ni like to [Kasnoodle]\r\nme and others like to [kasnoodle] in one big orgy",1
"while having sex doggy style the male will quickly jam two fingers into the girls browneye.  he will then take those same two fingers and smear them under his eyes leaving a brown mark under each eye, like that of a football player and immediately tackle the female he is with.",1
"""Foreigners Thumbing Whites""\n\nWhen someone from another country comes into a country that they are foreign to and they see a white person, this may happen. The foreigner will then ""thumb"" the white. Or in other words they will stick their thumb up a ladies vagina or butt hole, or they will thumb a man's bum. Foreigners tend to be the kinkiest in bed, at least foreigners that are foreign to America, so this expression is often used a lot in gossip after hot, sexy foreign exchange students have hot, sexy parties... with Whites.",1
"1){v.} present tense form of the verb blapp! Smacking around the face (mostly lips and forehead) with one's erect penis. Hand must be firmly pressed down and wrapped around the base of the shaft of said erect penis. \r\n\r\nNOTE: The person on the receiving end of the ""BLAPpstick"" must be female and also must enjoy being ""blapped"" in order to actually call it ""blapping""\r\n\r\n2){verb} to yell loudly out the window of one's car in the general direction of any lurkers that look like they need to be blapped, the word ""BLAPp!""\r\n",1
"A [sex] game that takes place at a [party], and requires a table and chairs.  A round table is preferred for this game (hey, it's called ""helicopter""), but any table can work.  Three or more guys sit at the table, with their [dick]s hanging out.  One [slutty] girl gets under the table.  (Yes, that's exactly where it's going.)  She has to give oral sex to every guy.  When one guy ""finishes"", she has to move on to the next one, until everyone has been serviced.  Meanwhile, the guys can play cards, watch TV, or just sit and smile.",1
